,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
987,1,17,1,9070,1,1,134.0,1,1,1,5.0,0.0,133.3,1,0,1,1,0,18.0,0,0.0,6.0,7.0,5.0,10.8,1,0.0,6.0,6.0,0.0,0.0,0,7.6,2.6,0.32,Dropout
988,1,1,1,9238,1,1,127.0,1,2,2,3.0,4.0,115.8,1,0,1,1,0,19.0,0,0.0,6.0,11.0,3.0,12.0,0,0.0,6.0,12.0,2.0,10.0,0,11.1,0.6,2.02,Dropout
989,1,17,2,9085,1,1,133.1,1,19,38,9.0,1.0,100.0,1,1,0,1,0,19.0,0,0.0,6.0,10.0,5.0,12.5,0,0.0,6.0,19.0,2.0,13.5,0,12.4,0.5,1.79,Dropout
990,1,17,1,9500,1,1,130.0,1,1,3,9.0,2.0,128.6,1,0,1,0,0,18.0,0,0.0,7.0,7.0,7.0,14.728571428571428,0,0.0,8.0,11.0,8.0,16.327272727272728,0,16.2,0.3,-0.92,Graduate
991,1,1,1,9130,1,1,135.0,1,3,3,2.0,2.0,137.1,1,0,1,0,0,18.0,0,0.0,6.0,8.0,6.0,12.0,0,0.0,6.0,8.0,5.0,14.8,0,12.4,0.5,1.79,Graduate
992,1,1,1,9773,1,1,143.0,1,1,3,3.0,3.0,149.0,1,0,1,0,0,18.0,0,0.0,6.0,8.0,6.0,11.428571428571429,0,0.0,6.0,7.0,6.0,11.0,0,11.1,0.6,2.02,Dropout
993,1,44,2,9238,1,39,150.0,1,3,19,4.0,9.0,147.0,1,0,1,0,0,19.0,0,3.0,6.0,6.0,6.0,14.166666666666666,0,2.0,6.0,6.0,6.0,13.5,0,12.4,0.5,1.79,Graduate
994,2,7,1,9238,1,3,150.0,1,37,37,5.0,7.0,150.0,0,0,1,0,0,31.0,0,1.0,6.0,12.0,5.0,12.5,0,0.0,6.0,10.0,5.0,14.6,0,12.7,3.7,-1.7,Graduate
995,1,39,1,8014,0,1,130.0,1,37,37,9.0,8.0,103.5,0,0,1,0,1,33.0,0,0.0,6.0,6.0,6.0,14.166666666666666,0,0.0,6.0,6.0,6.0,14.333333333333334,0,12.7,3.7,-1.7,Graduate
998,1,17,1,9254,1,1,115.0,1,1,19,3.0,3.0,109.4,1,0,1,0,0,19.0,0,0.0,6.0,8.0,6.0,12.666666666666666,0,0.0,6.0,8.0,5.0,13.4,0,11.1,0.6,2.02,Graduate
999,1,1,3,9070,1,1,146.0,1,34,34,0.0,0.0,143.6,1,0,1,0,0,18.0,0,0.0,6.0,6.0,6.0,12.5,0,0.0,6.0,6.0,6.0,13.0,0,7.6,2.6,0.32,Dropout
1000,1,17,3,9070,1,1,132.0,1,38,1,5.0,5.0,124.3,0,0,1,0,0,18.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,15.5,2.8,-4.06,Dropout
1001,1,1,5,9670,1,1,116.0,1,19,38,9.0,9.0,119.5,1,0,0,0,0,18.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,8.9,1.4,3.51,Dropout
1002,1,1,1,171,1,1,163.0,1,3,4,2.0,5.0,175.6,1,0,1,0,0,18.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,11.1,0.6,2.02,Graduate
1003,1,17,2,9147,1,1,122.0,1,19,19,7.0,7.0,116.1,1,0,1,0,1,19.0,0,0.0,5.0,8.0,5.0,11.2,0,0.0,5.0,5.0,3.0,11.0,0,12.4,0.5,1.79,Graduate
1004,1,17,2,9238,1,1,136.0,1,1,3,3.0,4.0,126.6,1,0,1,0,0,18.0,0,0.0,6.0,6.0,6.0,16.5,0,0.0,6.0,7.0,6.0,17.428571428571427,0,11.1,0.6,2.02,Dropout
1005,1,17,1,9085,1,1,142.0,1,3,19,5.0,5.0,130.8,1,0,1,0,0,18.0,0,0.0,5.0,9.0,3.0,13.666666666666666,1,0.0,5.0,5.0,5.0,12.0,0,12.7,3.7,-1.7,Graduate
1006,1,17,6,9500,1,1,139.0,1,37,37,9.0,6.0,133.5,1,0,1,0,1,18.0,0,0.0,8.0,8.0,7.0,15.228571428571428,0,0.0,8.0,8.0,7.0,15.228571428571428,0,12.7,3.7,-1.7,Graduate
1007,1,53,1,9238,1,42,140.0,1,37,37,9.0,10.0,136.9,1,0,1,0,0,21.0,0,5.0,9.0,10.0,9.0,12.77777777777778,0,4.0,9.0,9.0,9.0,13.22222222222222,0,8.9,1.4,3.51,Graduate
1008,1,1,1,9500,1,1,165.0,1,19,37,5.0,5.0,142.3,0,0,1,0,1,18.0,0,0.0,8.0,8.0,7.0,14.428571428571429,0,0.0,8.0,8.0,7.0,14.428571428571429,0,12.7,3.7,-1.7,Graduate
1009,1,17,3,9670,1,1,122.0,1,1,38,3.0,3.0,114.3,1,0,1,0,0,18.0,0,0.0,6.0,8.0,6.0,13.875,0,0.0,6.0,7.0,6.0,13.714285714285714,0,11.1,0.6,2.02,Graduate
1010,1,1,2,9500,1,1,135.0,1,19,19,9.0,10.0,122.9,1,0,1,0,0,18.0,0,0.0,7.0,10.0,7.0,13.128,0,0.0,8.0,13.0,6.0,13.193333333333332,0,15.5,2.8,-4.06,Graduate
1011,1,17,1,9500,1,1,128.0,1,19,1,4.0,3.0,117.2,1,0,1,0,0,20.0,0,0.0,7.0,9.0,6.0,11.605,0,0.0,8.0,10.0,7.0,12.4125,0,16.2,0.3,-0.92,Graduate
1012,1,17,1,9147,1,1,139.0,1,1,38,4.0,5.0,152.0,0,0,1,0,1,18.0,0,0.0,5.0,5.0,5.0,14.6,0,0.0,5.0,8.0,5.0,12.0,0,12.7,3.7,-1.7,Graduate
1013,1,1,2,9773,1,1,125.0,1,19,1,4.0,5.0,122.2,1,0,1,0,0,18.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,11.1,0.6,2.02,Dropout
1014,1,18,2,9147,1,1,102.0,1,37,38,5.0,7.0,101.7,1,0,1,0,1,20.0,0,0.0,5.0,6.0,5.0,11.8,0,0.0,5.0,6.0,5.0,11.6,0,8.9,1.4,3.51,Graduate
1015,1,17,1,9254,1,1,116.0,1,19,19,9.0,8.0,119.9,1,0,1,0,0,20.0,0,0.0,6.0,6.0,6.0,12.333333333333334,0,0.0,6.0,6.0,6.0,12.333333333333334,0,12.4,0.5,1.79,Graduate
1016,1,17,1,9147,1,1,138.0,1,37,1,9.0,9.0,123.7,1,1,1,0,1,19.0,0,0.0,5.0,5.0,4.0,11.0,0,0.0,5.0,5.0,0.0,0.0,0,11.1,0.6,2.02,Dropout
1017,1,51,1,9070,1,1,135.0,1,3,1,3.0,5.0,121.8,0,0,1,0,1,19.0,0,5.0,11.0,11.0,11.0,13.181818181818182,0,5.0,11.0,11.0,11.0,12.909090909090908,0,11.1,0.6,2.02,Graduate
1018,1,17,4,9670,1,1,110.0,1,19,37,9.0,7.0,106.1,1,1,0,0,1,18.0,0,0.0,6.0,6.0,1.0,11.0,0,0.0,6.0,0.0,0.0,0.0,0,12.7,3.7,-1.7,Dropout
1019,1,17,3,9773,1,1,132.0,1,1,1,4.0,9.0,124.3,1,1,1,0,1,19.0,0,0.0,6.0,6.0,6.0,11.833333333333334,0,0.0,6.0,7.0,6.0,12.285714285714286,0,15.5,2.8,-4.06,Graduate
1020,1,1,2,9500,1,1,126.0,1,1,38,4.0,7.0,124.3,1,0,1,0,1,20.0,0,0.0,8.0,8.0,8.0,12.98125,0,0.0,8.0,8.0,8.0,12.98125,0,9.4,-0.8,-3.12,Graduate
1021,1,44,1,9147,1,39,117.4,1,19,1,4.0,9.0,117.4,1,0,1,0,0,21.0,0,4.0,7.0,10.0,6.0,11.333333333333334,0,1.0,5.0,6.0,5.0,11.2,0,11.1,0.6,2.02,Graduate
1022,1,43,2,9500,1,1,120.0,1,41,3,2.0,2.0,112.7,0,0,1,0,0,21.0,0,0.0,8.0,12.0,6.0,11.68,0,0.0,8.0,12.0,6.0,11.68,0,10.8,1.4,1.74,Graduate
1023,1,17,1,9070,1,1,116.0,1,38,38,9.0,9.0,123.7,0,0,1,0,0,20.0,0,0.0,6.0,6.0,6.0,14.5,0,0.0,6.0,7.0,6.0,13.5,0,11.1,0.6,2.02,Graduate
1024,1,18,2,9853,1,1,111.0,1,38,38,5.0,7.0,105.8,1,0,1,0,0,19.0,0,0.0,7.0,7.0,7.0,13.142857142857142,0,0.0,7.0,8.0,7.0,12.857142857142858,0,8.9,1.4,3.51,Graduate
1025,1,17,3,9085,1,1,128.0,1,1,19,4.0,7.0,124.2,0,0,0,0,0,21.0,0,0.0,5.0,8.0,2.0,11.5,0,0.0,5.0,7.0,2.0,10.5,0,7.6,2.6,0.32,Dropout
1026,1,1,1,9085,1,1,123.0,1,30,19,4.0,7.0,122.3,0,0,1,0,0,18.0,0,0.0,5.0,6.0,5.0,14.2,0,0.0,5.0,7.0,5.0,11.8,0,7.6,2.6,0.32,Graduate
1027,1,1,5,9254,1,1,131.0,1,19,37,9.0,9.0,123.7,0,0,1,0,1,19.0,0,0.0,6.0,8.0,5.0,11.666666666666666,0,0.0,6.0,7.0,5.0,12.2,0,8.9,1.4,3.51,Graduate
1028,1,17,2,9500,1,1,135.0,1,19,19,9.0,4.0,129.8,1,0,1,0,0,18.0,0,0.0,7.0,8.0,7.0,13.175,0,0.0,8.0,8.0,8.0,14.875,0,13.9,-0.3,0.79,Graduate
1029,1,1,4,9500,1,1,136.0,1,1,1,9.0,9.0,123.8,1,0,1,0,1,19.0,0,0.0,8.0,8.0,7.0,13.314285714285717,0,0.0,8.0,8.0,7.0,13.314285714285717,0,12.7,3.7,-1.7,Graduate
1030,1,1,2,9147,1,1,132.0,1,1,19,4.0,3.0,126.4,1,0,1,0,1,18.0,0,0.0,5.0,13.0,3.0,10.6,0,0.0,5.0,12.0,3.0,10.5,0,13.9,-0.3,0.79,Graduate
1032,1,1,1,9773,1,1,144.0,1,37,37,8.0,8.0,138.4,0,0,1,0,0,18.0,0,0.0,6.0,7.0,6.0,13.428571428571429,0,0.0,6.0,7.0,6.0,14.142857142857142,0,13.9,-0.3,0.79,Graduate
1033,1,17,1,9085,1,1,129.0,1,1,37,9.0,9.0,118.2,1,0,1,0,1,18.0,0,0.0,5.0,7.0,4.0,13.25,0,0.0,5.0,8.0,5.0,15.571428571428571,0,10.8,1.4,1.74,Graduate
1034,1,17,1,9070,1,1,136.0,1,38,19,7.0,7.0,121.7,1,0,1,0,0,18.0,0,0.0,6.0,6.0,2.0,13.0,0,0.0,6.0,6.0,0.0,0.0,0,12.4,0.5,1.79,Dropout
1036,1,17,1,9238,1,1,125.0,1,1,38,9.0,7.0,119.8,0,0,1,0,0,18.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,11.1,0.6,2.02,Dropout
1037,1,1,1,9238,1,1,154.0,1,1,3,4.0,2.0,164.9,0,0,1,0,0,18.0,0,0.0,6.0,6.0,6.0,14.0,0,0.0,6.0,6.0,6.0,13.166666666666666,0,10.8,1.4,1.74,Graduate
1038,1,42,1,9085,1,1,100.0,1,1,38,4.0,9.0,100.0,1,0,1,0,1,20.0,0,1.0,2.0,2.0,2.0,12.0,0,1.0,6.0,11.0,6.0,12.833333333333334,0,13.9,-0.3,0.79,Graduate
1040,1,17,4,9070,1,1,126.0,1,1,19,4.0,5.0,120.4,1,0,1,0,0,18.0,0,0.0,6.0,8.0,5.0,11.8,0,0.0,6.0,7.0,5.0,10.4,1,16.2,0.3,-0.92,Graduate
1041,1,18,6,9500,1,1,124.0,1,37,37,9.0,7.0,117.8,0,0,1,0,1,20.0,0,0.0,8.0,8.0,7.0,12.791428571428572,1,0.0,8.0,8.0,7.0,12.791428571428572,1,10.8,1.4,1.74,Graduate
1042,2,43,1,9670,1,1,150.0,1,37,37,9.0,6.0,110.0,0,0,1,0,0,40.0,0,4.0,8.0,8.0,8.0,11.625,0,3.0,7.0,12.0,5.0,11.2,0,9.4,-0.8,-3.12,Graduate
1043,1,1,6,9500,1,1,133.0,1,38,38,9.0,9.0,128.8,1,0,1,0,1,18.0,0,0.0,7.0,11.0,6.0,11.994444444444444,0,0.0,8.0,11.0,7.0,12.43142857142857,0,15.5,2.8,-4.06,Graduate
1044,1,1,5,9254,1,1,126.0,1,19,19,4.0,7.0,116.6,1,0,1,0,0,19.0,0,0.0,6.0,9.0,5.0,11.6,0,0.0,6.0,12.0,5.0,12.2,0,13.9,-0.3,0.79,Graduate
1045,1,7,1,9991,0,40,120.0,1,1,19,4.0,9.0,120.0,0,0,1,0,0,24.0,0,0.0,5.0,5.0,0.0,0.0,0,0.0,5.0,6.0,0.0,0.0,0,12.4,0.5,1.79,Dropout
1046,1,1,3,9773,1,1,175.0,1,3,38,2.0,10.0,157.5,1,0,1,0,0,19.0,0,0.0,6.0,8.0,6.0,13.166666666666666,0,0.0,6.0,7.0,6.0,13.166666666666666,0,10.8,1.4,1.74,Dropout
1047,1,1,6,9500,1,1,141.0,1,2,1,4.0,4.0,136.3,1,0,1,0,0,19.0,0,0.0,8.0,8.0,7.0,14.1,0,0.0,8.0,8.0,7.0,14.1,0,10.8,1.4,1.74,Graduate
1048,1,1,1,9500,1,1,133.0,1,1,19,9.0,6.0,121.5,1,0,1,0,1,20.0,0,0.0,7.0,8.0,6.0,12.396666666666668,0,0.0,8.0,9.0,7.0,12.94285714285714,0,11.1,0.6,2.02,Graduate
1049,1,1,1,9500,1,1,143.0,1,38,38,5.0,5.0,133.9,0,0,1,0,0,18.0,0,0.0,7.0,7.0,7.0,15.014285714285714,0,0.0,8.0,8.0,8.0,16.0875,0,12.4,0.5,1.79,Graduate
1050,1,1,1,171,1,1,141.0,1,1,38,4.0,8.0,136.8,1,0,1,0,1,18.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,13.9,-0.3,0.79,Graduate
1051,1,17,2,9500,1,1,134.0,1,19,37,4.0,7.0,133.5,1,0,1,0,0,19.0,0,0.0,7.0,8.0,7.0,14.05,0,0.0,8.0,8.0,8.0,15.1,0,13.9,-0.3,0.79,Graduate
1052,1,17,3,9500,1,1,138.0,1,3,3,4.0,5.0,130.0,1,0,1,0,0,18.0,0,0.0,7.0,8.0,7.0,14.85,0,0.0,8.0,8.0,8.0,15.2,0,13.9,-0.3,0.79,Dropout
1053,1,44,1,9085,1,39,140.0,1,3,3,2.0,2.0,140.0,1,0,1,0,0,19.0,0,0.0,6.0,10.0,6.0,13.0,0,0.0,6.0,19.0,5.0,13.0,0,12.4,0.5,1.79,Graduate
1054,1,1,2,9500,1,1,142.0,1,37,37,9.0,7.0,132.7,1,0,1,0,1,19.0,0,0.0,7.0,8.0,7.0,14.7875,0,0.0,8.0,8.0,8.0,15.8625,0,13.9,-0.3,0.79,Graduate
1055,1,1,1,9500,1,1,118.0,1,19,19,5.0,7.0,117.8,0,0,1,0,1,19.0,0,0.0,7.0,7.0,7.0,13.7,0,0.0,8.0,9.0,7.0,14.671428571428574,0,12.4,0.5,1.79,Graduate
1056,1,1,2,9500,1,1,131.0,1,1,37,4.0,4.0,126.1,1,0,1,0,1,19.0,0,0.0,7.0,7.0,7.0,12.495714285714286,0,0.0,8.0,9.0,7.0,12.242857142857144,0,11.1,0.6,2.02,Dropout
1057,1,1,1,9500,1,1,130.0,1,1,38,1.0,7.0,120.0,0,0,1,0,0,19.0,0,0.0,7.0,7.0,6.0,14.566666666666668,0,0.0,7.0,7.0,6.0,14.566666666666668,0,7.6,2.6,0.32,Graduate
1058,1,39,1,9670,1,12,133.1,1,1,19,1.0,5.0,100.0,1,1,0,0,0,25.0,0,0.0,5.0,5.0,5.0,11.2,0,0.0,5.0,5.0,4.0,11.25,0,9.4,-0.8,-3.12,Dropout
1059,1,1,1,9500,1,1,130.0,1,19,19,4.0,10.0,116.8,0,0,1,0,0,20.0,0,0.0,8.0,8.0,7.0,12.685714285714283,0,0.0,8.0,8.0,7.0,12.685714285714283,0,12.7,3.7,-1.7,Graduate
1060,1,53,1,9238,1,42,130.0,1,1,19,5.0,5.0,128.3,0,1,0,0,0,23.0,0,5.0,9.0,12.0,7.0,13.571428571428571,0,4.0,9.0,14.0,4.0,13.25,0,8.9,1.4,3.51,Dropout
1061,1,1,1,9070,1,1,133.1,1,19,19,7.0,7.0,117.0,0,0,1,0,0,20.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,15.5,2.8,-4.06,Dropout
1062,1,39,1,8014,0,1,130.0,1,37,11,9.0,10.0,131.5,0,0,1,0,0,27.0,0,0.0,6.0,8.0,5.0,11.0,0,0.0,6.0,7.0,6.0,11.166666666666666,0,11.1,0.6,2.02,Graduate
1063,1,1,1,9500,1,1,149.0,1,19,1,4.0,4.0,134.8,0,0,1,0,0,18.0,0,0.0,8.0,8.0,8.0,14.445,0,0.0,8.0,8.0,8.0,14.445,0,9.4,-0.8,-3.12,Graduate
1065,1,7,1,8014,0,40,130.0,1,19,1,5.0,10.0,130.0,1,1,0,0,0,23.0,0,7.0,12.0,12.0,11.0,14.0,0,4.0,10.0,11.0,8.0,14.625,0,13.9,-0.3,0.79,Dropout
1066,1,1,6,9500,1,1,145.0,1,38,37,5.0,6.0,127.5,1,0,1,0,1,19.0,0,0.0,7.0,7.0,6.0,13.416666666666666,0,0.0,7.0,7.0,6.0,13.416666666666666,0,7.6,2.6,0.32,Graduate
1067,1,1,1,9147,1,1,130.0,1,37,38,3.0,3.0,123.0,0,0,1,0,0,18.0,0,0.0,5.0,8.0,5.0,12.333333333333334,2,0.0,5.0,7.0,5.0,11.4,0,15.5,2.8,-4.06,Graduate
1068,1,43,1,9500,1,1,128.0,1,1,19,9.0,8.0,100.0,1,0,1,0,0,20.0,0,0.0,7.0,8.0,7.0,13.1,0,0.0,8.0,8.0,8.0,14.8125,0,13.9,-0.3,0.79,Graduate
1069,1,1,2,9670,1,1,111.0,1,19,19,9.0,9.0,114.2,1,0,1,0,0,18.0,0,0.0,6.0,9.0,4.0,13.2,0,0.0,6.0,10.0,5.0,12.8,0,12.4,0.5,1.79,Graduate
1070,1,1,1,9500,1,1,140.0,1,1,1,4.0,4.0,123.5,1,0,1,0,1,19.0,0,0.0,8.0,8.0,8.0,14.75,0,0.0,8.0,8.0,8.0,14.75,0,9.4,-0.8,-3.12,Graduate
1071,1,44,1,9238,1,39,140.0,1,19,19,8.0,8.0,144.3,1,0,1,0,1,19.0,0,3.0,6.0,7.0,6.0,13.142857142857142,0,2.0,6.0,6.0,6.0,14.333333333333334,0,12.4,0.5,1.79,Graduate
1073,1,1,1,9085,1,1,151.0,1,3,3,1.0,7.0,161.9,0,0,1,0,0,18.0,0,0.0,5.0,6.0,4.0,13.75,0,0.0,5.0,8.0,5.0,14.857142857142858,0,7.6,2.6,0.32,Graduate
1074,1,1,1,9238,1,1,132.0,1,37,37,9.0,5.0,135.9,0,0,1,0,0,18.0,0,0.0,6.0,11.0,5.0,12.4,0,0.0,6.0,7.0,6.0,13.0,0,9.4,-0.8,-3.12,Graduate
1075,1,1,2,9773,1,1,116.0,1,19,19,4.0,7.0,110.1,1,0,1,0,0,18.0,0,0.0,6.0,6.0,6.0,13.333333333333334,0,0.0,6.0,6.0,6.0,12.0,0,11.1,0.6,2.02,Graduate
1076,1,2,1,9853,1,1,120.0,1,19,38,9.0,9.0,122.5,0,0,0,0,0,28.0,0,11.0,11.0,11.0,11.0,11.727272727272728,0,8.0,8.0,8.0,8.0,12.0,0,15.5,2.8,-4.06,Dropout
1077,1,17,1,9254,1,1,158.0,1,37,37,5.0,9.0,138.1,1,0,1,0,0,19.0,0,0.0,6.0,8.0,4.0,12.5,0,0.0,6.0,11.0,1.0,14.0,0,7.6,2.6,0.32,Dropout
1078,1,43,1,171,1,1,116.0,1,3,1,2.0,3.0,117.3,1,1,1,0,0,20.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,13.9,-0.3,0.79,Dropout
1079,1,1,2,9500,1,1,112.0,1,1,37,4.0,9.0,106.8,1,0,1,0,1,19.0,0,0.0,7.0,8.0,6.0,13.533333333333331,0,0.0,8.0,9.0,7.0,13.614285714285714,0,12.4,0.5,1.79,Graduate
1080,1,1,1,9070,1,1,126.0,1,1,19,4.0,0.0,120.1,0,0,1,0,1,20.0,0,0.0,6.0,6.0,6.0,13.166666666666666,0,0.0,6.0,6.0,6.0,12.666666666666666,0,11.1,0.6,2.02,Graduate
1081,1,1,2,9254,1,1,120.0,1,19,19,9.0,9.0,116.5,1,0,1,0,1,19.0,0,0.0,6.0,9.0,5.0,13.2,0,0.0,6.0,8.0,5.0,11.0,0,12.4,0.5,1.79,Graduate
1083,1,1,1,9853,1,1,153.0,1,1,19,9.0,4.0,139.7,1,0,1,0,1,19.0,0,0.0,7.0,7.0,7.0,13.428571428571429,0,0.0,7.0,7.0,7.0,14.857142857142858,0,11.1,0.6,2.02,Graduate
1084,1,1,2,9070,1,1,124.0,1,19,1,9.0,3.0,123.7,1,0,1,0,1,18.0,0,1.0,6.0,8.0,6.0,12.714285714285714,1,0.0,6.0,8.0,6.0,12.625,0,13.9,-0.3,0.79,Graduate
1085,1,17,2,9130,1,1,127.0,1,3,1,2.0,1.0,116.5,0,0,1,0,0,19.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,15.5,2.8,-4.06,Dropout
1086,1,17,1,9670,1,1,126.0,1,12,38,9.0,5.0,122.2,0,0,1,0,1,19.0,0,0.0,6.0,6.0,6.0,13.666666666666666,0,0.0,6.0,9.0,6.0,13.666666666666666,0,8.9,1.4,3.51,Graduate
1087,1,1,1,9773,1,1,133.1,1,38,19,5.0,7.0,146.0,0,1,1,0,0,20.0,0,0.0,6.0,6.0,5.0,11.0,0,0.0,6.0,6.0,6.0,13.166666666666666,0,16.2,0.3,-0.92,Graduate
1090,1,17,1,9130,1,1,130.0,1,1,1,4.0,5.0,123.8,0,0,1,0,0,18.0,0,0.0,5.0,7.0,4.0,12.0,0,0.0,5.0,6.0,5.0,12.0,0,7.6,2.6,0.32,Graduate
1091,1,17,3,9773,1,1,127.0,1,19,19,5.0,8.0,120.0,0,0,1,0,0,18.0,0,0.0,6.0,6.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0,8.9,1.4,3.51,Dropout
1092,1,17,3,9238,1,1,143.0,1,37,38,0.0,7.0,126.9,1,0,1,0,0,18.0,0,0.0,6.0,14.0,5.0,11.0,0,0.0,6.0,6.0,6.0,11.666666666666666,0,7.6,2.6,0.32,Graduate
1093,1,18,4,9773,1,1,130.0,1,19,19,4.0,4.0,121.3,1,0,1,0,0,20.0,0,0.0,6.0,12.0,5.0,12.0,0,0.0,6.0,8.0,6.0,11.571428571428571,0,15.5,2.8,-4.06,Dropout
1094,1,17,3,9500,1,1,136.0,1,19,1,9.0,9.0,129.0,1,0,1,0,1,19.0,0,0.0,7.0,7.0,7.0,13.308571428571428,0,0.0,8.0,10.0,8.0,12.55,0,12.4,0.5,1.79,Graduate
1095,1,1,1,9853,1,1,125.0,1,37,37,9.0,9.0,114.9,1,1,0,0,0,21.0,0,0.0,6.0,8.0,3.0,13.666666666666666,0,0.0,6.0,7.0,3.0,10.666666666666666,0,15.5,2.8,-4.06,Dropout
1096,1,17,1,9670,1,3,110.0,1,12,3,5.0,8.0,106.5,1,1,0,0,0,20.0,0,0.0,6.0,6.0,0.0,0.0,0,0.0,6.0,9.0,0.0,0.0,0,10.8,1.4,1.74,Dropout
1097,1,1,1,9254,1,1,130.0,1,37,38,9.0,9.0,133.9,1,0,1,0,0,18.0,0,0.0,6.0,10.0,5.0,12.2,0,0.0,6.0,8.0,4.0,11.25,0,9.4,-0.8,-3.12,Graduate
1098,1,1,1,9773,1,1,135.0,1,1,4,5.0,3.0,124.9,0,0,1,0,1,20.0,0,0.0,6.0,7.0,6.0,12.666666666666666,0,0.0,6.0,6.0,6.0,12.833333333333334,0,10.8,1.4,1.74,Graduate
1099,1,1,2,9500,1,1,133.0,1,19,37,1.0,9.0,128.5,1,0,1,0,1,19.0,0,0.0,8.0,8.0,8.0,14.07125,0,0.0,8.0,8.0,8.0,14.07125,0,9.4,-0.8,-3.12,Graduate
1100,1,1,1,9085,1,6,122.0,1,19,19,9.0,9.0,126.2,1,0,1,0,0,22.0,0,0.0,5.0,14.0,4.0,14.25,3,0.0,5.0,9.0,5.0,13.2,4,9.4,-0.8,-3.12,Dropout
1101,1,17,1,9130,1,1,122.0,1,19,19,9.0,9.0,121.7,1,0,0,0,0,22.0,0,0.0,6.0,0.0,0.0,0.0,0,0.0,2.0,2.0,0.0,0.0,2,9.4,-0.8,-3.12,Dropout
1104,1,1,1,9238,1,1,128.0,1,19,19,0.0,5.0,120.3,1,0,1,0,0,19.0,0,0.0,6.0,12.0,2.0,13.0,0,0.0,6.0,8.0,5.0,11.6,0,7.6,2.6,0.32,Graduate
1105,1,1,4,171,1,1,139.0,1,37,38,9.0,9.0,127.8,1,0,1,0,0,19.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,10.8,1.4,1.74,Dropout
1106,1,1,2,9500,1,1,124.0,1,34,34,0.0,0.0,123.3,1,0,1,0,1,20.0,0,0.0,8.0,8.0,7.0,14.901428571428571,1,0.0,8.0,8.0,7.0,14.901428571428571,1,9.4,-0.8,-3.12,Dropout
1107,1,1,3,9500,1,1,135.0,1,38,19,8.0,8.0,126.3,1,1,1,0,1,18.0,0,0.0,7.0,8.0,7.0,12.65,0,0.0,8.0,9.0,8.0,12.445555555555554,0,15.5,2.8,-4.06,Graduate
1108,1,51,1,9991,0,42,110.0,1,19,37,5.0,9.0,128.2,0,0,0,0,0,22.0,0,7.0,12.0,12.0,7.0,11.0,0,5.0,5.0,5.0,5.0,10.6,0,8.9,1.4,3.51,Dropout
1109,1,17,4,9085,1,1,138.0,1,19,36,5.0,7.0,134.9,1,0,1,0,0,20.0,0,0.0,5.0,7.0,4.0,12.4,0,0.0,5.0,9.0,5.0,12.666666666666666,0,7.6,2.6,0.32,Graduate
1110,1,44,1,9003,1,39,140.0,1,38,38,6.0,6.0,140.0,0,0,1,0,0,19.0,0,0.0,6.0,7.0,6.0,12.0,0,0.0,6.0,7.0,6.0,12.666666666666666,0,12.4,0.5,1.79,Graduate
1111,1,1,5,9500,1,1,126.0,1,1,19,6.0,7.0,115.5,1,0,1,0,1,19.0,0,0.0,7.0,8.0,7.0,12.135714285714286,0,0.0,8.0,10.0,7.0,13.328571428571427,0,12.4,0.5,1.79,Graduate
1114,1,1,1,9500,1,1,145.0,1,19,19,9.0,7.0,136.6,0,0,1,0,1,19.0,0,0.0,7.0,12.0,6.0,13.766666666666666,0,0.0,8.0,10.0,7.0,14.051428571428572,0,15.5,2.8,-4.06,Graduate
1115,1,18,1,9500,1,1,124.0,1,38,37,9.0,7.0,119.3,1,0,1,0,0,19.0,0,0.0,8.0,8.0,8.0,13.11625,0,0.0,8.0,8.0,8.0,13.11625,0,9.4,-0.8,-3.12,Graduate
